type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-11-19 13:14:15,53.97302866,-7.35527379,3.79,80.595,56.997,1.490,19,16,41,,
T,2024-11-19 13:14:16,53.97304201,-7.35526871,3.79,80.536,56.997,1.420,11,15,41,,
T,2024-11-19 13:14:17,53.97305447,-7.35526152,3.79,80.369,56.998,1.420,18,15,41,,
T,2024-11-19 13:14:18,53.97306763,-7.35525669,3.79,80.541,56.998,1.450,12,15,41,,
T,2024-11-19 13:14:19,53.97307860,-7.35525002,3.79,80.917,56.998,1.410,21,15,41,,
T,2024-11-19 13:14:20,53.97309075,-7.35524476,3.79,80.752,56.998,1.470,12,15,41,,
T,2024-11-19 13:14:21,53.97310297,-7.35523835,3.79,80.569,56.998,1.400,18,15,41,,
T,2024-11-19 13:14:22,53.97311653,-7.35523490,3.79,80.771,56.998,1.360,9,15,41,,
T,2024-11-19 13:14:23,53.97312892,-7.35523034,3.79,81.286,56.998,1.340,11,15,41,,
T,2024-11-19 13:14:24,53.97314265,-7.35522740,3.79,80.036,56.998,1.410,358,15,41,,
T,2024-11-19 13:14:25,53.97315652,-7.35521496,3.79,79.871,56.998,1.610,27,15,41,,
T,2024-11-19 13:14:26,53.97316952,-7.35520728,3.79,79.891,56.998,1.440,16,15,41,,
T,2024-11-19 13:14:27,53.97318205,-7.35519943,3.79,80.272,56.998,1.470,21,15,41,,
T,2024-11-19 13:14:28,53.97319499,-7.35519452,3.79,80.323,56.998,1.440,16,13,41,,
T,2024-11-19 13:14:29,53.97320899,-7.35519046,3.79,80.056,56.998,1.450,13,14,41,,
T,2024-11-19 13:14:30,53.97322224,-7.35518473,3.79,80.007,56.998,1.430,19,14,41,,
T,2024-11-19 13:14:31,53.97323400,-7.35517689,3.79,80.747,56.998,1.460,27,14,41,,
T,2024-11-19 13:14:32,53.97324636,-7.35517064,3.79,80.464,56.998,1.420,24,14,41,,
T,2024-11-19 13:14:33,53.97325821,-7.35516300,3.79,80.395,56.998,1.420,24,14,41,,
T,2024-11-19 13:14:34,53.97327125,-7.35516210,3.79,80.444,56.998,1.520,1,14,41,,
T,2024-11-19 13:14:35,53.97328471,-7.35515663,3.79,80.988,56.998,1.470,16,14,41,,
T,2024-11-19 13:14:36,53.97329784,-7.35515443,3.79,80.779,56.998,1.390,7,14,41,,
T,2024-11-19 13:14:37,53.97331296,-7.35515092,3.79,80.393,56.998,1.530,7,14,41,,
T,2024-11-19 13:14:38,53.97332718,-7.35514574,9.94,80.354,56.998,1.450,14,14,41,,
T,2024-11-19 13:14:39,53.97334068,-7.35514033,9.94,80.299,56.998,1.420,16,14,41,,
T,2024-11-19 13:14:40,53.97335349,-7.35513847,9.94,80.409,56.998,1.390,9,15,41,,
T,2024-11-19 13:14:41,53.97336631,-7.35513403,9.94,79.951,56.998,1.430,16,15,41,,
T,2024-11-19 13:14:42,53.97337881,-7.35512859,9.94,79.635,56.998,1.420,19,16,41,,
T,2024-11-19 13:14:43,53.97339071,-7.35511866,9.94,80.150,56.998,1.450,32,16,41,,
T,2024-11-19 13:14:44,53.97340383,-7.35511095,9.94,80.009,56.998,1.410,29,16,41,,
T,2024-11-19 13:14:45,53.97341791,-7.35510904,9.94,80.216,56.998,1.510,10,16,41,,
T,2024-11-19 13:14:46,53.97343099,-7.35510392,9.94,80.934,56.998,1.430,22,16,42,,
T,2024-11-19 13:14:47,53.97344318,-7.35509749,9.94,81.224,56.998,1.430,26,16,42,,
T,2024-11-19 13:14:48,53.97345667,-7.35509245,9.94,81.066,56.998,1.480,22,14,42,,
T,2024-11-19 13:14:49,53.97347122,-7.35509071,9.94,81.276,56.998,1.510,14,14,42,,
T,2024-11-19 13:14:50,53.97348433,-7.35508899,9.94,81.697,56.998,1.410,13,14,42,,
T,2024-11-19 13:14:51,53.97349667,-7.35508254,9.94,82.368,56.998,1.490,27,14,42,,
T,2024-11-19 13:14:52,53.97350998,-7.35508040,9.94,82.050,56.998,1.430,15,14,42,,
T,2024-11-19 13:14:53,53.97352292,-7.35507556,9.94,82.149,56.998,1.450,24,13,42,,
T,2024-11-19 13:14:54,53.97353537,-7.35507364,9.94,82.331,56.998,1.460,10,15,42,,
T,2024-11-19 13:14:55,53.97354654,-7.35506992,9.94,82.516,56.998,1.440,17,15,42,,
T,2024-11-19 13:14:56,53.97355825,-7.35506611,9.94,82.890,56.998,1.430,15,15,42,,
T,2024-11-19 13:14:57,53.97357054,-7.35506051,9.94,83.003,56.998,1.420,19,15,42,,
T,2024-11-19 13:14:58,53.97358350,-7.35505505,9.94,83.333,56.998,1.430,20,15,42,,
T,2024-11-19 13:14:59,53.97359674,-7.35505181,9.94,83.985,56.998,1.380,12,15,42,,
T,2024-11-19 13:15:00,53.97360988,-7.35504886,9.94,84.440,56.998,1.350,12,13,42,,
T,2024-11-19 13:15:01,53.97362246,-7.35504169,9.94,86.180,56.998,1.480,25,13,42,,
T,2024-11-19 13:15:02,53.97363747,-7.35503895,9.94,85.336,56.998,1.460,9,13,42,,
T,2024-11-19 13:15:03,53.97365191,-7.35503600,9.94,85.169,56.998,1.430,10,13,42,,
T,2024-11-19 13:15:04,53.97366685,-7.35503159,9.94,84.925,56.998,1.360,12,13,42,,
T,2024-11-19 13:15:05,53.97368052,-7.35502474,9.94,84.826,56.998,1.440,21,13,42,,
T,2024-11-19 13:15:06,53.97369435,-7.35502343,9.94,85.138,56.998,1.530,1,14,42,,
T,2024-11-19 13:15:07,53.97370755,-7.35501599,9.94,85.105,56.998,1.470,18,14,42,,
T,2024-11-19 13:15:08,53.97371924,-7.35500764,9.94,84.956,56.998,1.400,23,14,42,,
T,2024-11-19 13:15:09,53.97373006,-7.35500027,9.94,85.021,56.998,1.370,27,14,42,,
T,2024-11-19 13:15:10,53.97374076,-7.35499222,9.94,85.652,56.998,1.400,37,14,42,,
T,2024-11-19 13:15:11,53.97375289,-7.35498752,9.94,85.732,56.998,1.430,27,14,42,,
T,2024-11-19 13:15:12,53.97376584,-7.35498392,9.94,85.765,56.998,1.350,25,14,42,,
T,2024-11-19 13:15:13,53.97378011,-7.35498529,9.94,86.093,56.998,1.440,3,14,42,,
T,2024-11-19 13:15:14,53.97379296,-7.35498335,9.94,86.064,56.998,1.330,11,14,42,,
T,2024-11-19 13:15:15,53.97380378,-7.35497517,9.94,85.837,56.998,1.460,29,14,42,,
T,2024-11-19 13:15:16,53.97381488,-7.35496820,9.94,86.014,56.998,1.350,27,14,42,,
T,2024-11-19 13:15:17,53.97383239,-7.35496515,9.94,84.847,56.998,1.480,14,14,41,,
T,2024-11-19 13:15:18,53.97385035,-7.35496127,9.94,84.400,56.998,1.430,15,14,42,,
T,2024-11-19 13:15:19,53.97386761,-7.35495672,9.94,83.948,56.998,1.390,13,14,42,,
T,2024-11-19 13:15:20,53.97388335,-7.35495176,9.94,84.510,56.998,1.400,18,15,42,,
T,2024-11-19 13:15:21,53.97389731,-7.35494830,9.94,84.555,56.998,1.400,12,15,42,,
T,2024-11-19 13:15:22,53.97391087,-7.35494349,9.94,84.692,56.998,1.420,17,15,42,,
T,2024-11-19 13:15:23,53.97392356,-7.35493907,9.94,85.550,56.998,1.380,18,15,42,,
T,2024-11-19 13:15:24,53.97394012,-7.35493416,9.94,84.286,56.998,1.420,12,15,42,,
T,2024-11-19 13:15:25,53.97395547,-7.35493092,9.94,84.467,56.998,1.400,9,15,42,,
T,2024-11-19 13:15:26,53.97396951,-7.35492690,9.94,84.251,56.998,1.400,12,15,42,,
T,2024-11-19 13:15:27,53.97398459,-7.35492170,9.94,84.156,56.998,1.450,13,15,42,,
T,2024-11-19 13:15:28,53.97399872,-7.35491490,9.94,84.110,56.998,1.420,22,15,42,,
T,2024-11-19 13:15:29,53.97401407,-7.35491131,9.94,84.175,56.998,1.430,12,15,42,,
T,2024-11-19 13:15:30,53.97402783,-7.35490685,9.94,84.120,56.998,1.470,17,16,42,,
T,2024-11-19 13:15:31,53.97404221,-7.35490657,9.94,84.197,56.998,1.470,3,16,42,,
T,2024-11-19 13:15:32,53.97405465,-7.35489943,9.94,84.699,56.998,1.560,27,16,42,,
T,2024-11-19 13:15:33,53.97406835,-7.35490159,9.94,84.617,56.998,1.540,0,16,42,,
T,2024-11-19 13:15:34,53.97408102,-7.35489895,9.94,84.476,56.998,1.460,13,16,42,,
T,2024-11-19 13:15:35,53.97409434,-7.35489558,9.94,84.405,56.998,1.430,10,16,42,,
T,2024-11-19 13:15:36,53.97410742,-7.35488942,9.94,84.834,56.998,1.420,19,16,42,,
T,2024-11-19 13:15:37,53.97412025,-7.35488319,9.94,85.083,56.998,1.500,22,16,42,,
T,2024-11-19 13:15:38,53.97413321,-7.35488066,9.94,85.174,56.998,1.460,12,16,42,,
T,2024-11-19 13:15:39,53.97414575,-7.35487687,9.94,85.042,56.998,1.450,15,16,42,,
T,2024-11-19 13:15:40,53.97415755,-7.35487391,9.94,85.173,56.998,1.380,10,16,42,,
T,2024-11-19 13:15:41,53.97417117,-7.35487182,9.94,85.092,56.998,1.490,3,15,42,,
T,2024-11-19 13:15:42,53.97418332,-7.35486138,9.94,84.830,56.998,1.550,30,15,42,,
T,2024-11-19 13:15:43,53.97419561,-7.35485585,9.94,84.543,56.998,1.470,16,15,42,,
T,2024-11-19 13:15:44,53.97420772,-7.35485001,9.94,84.196,56.998,1.410,19,15,42,,
T,2024-11-19 13:15:45,53.97421962,-7.35484135,9.94,83.410,56.998,1.450,28,15,42,,
T,2024-11-19 13:15:46,53.97423087,-7.35483731,9.94,83.342,56.998,1.460,16,15,42,,
T,2024-11-19 13:15:47,53.97424347,-7.35483535,9.94,83.648,56.998,1.440,10,16,42,,
T,2024-11-19 13:15:48,53.97425689,-7.35483213,9.94,83.430,56.999,1.420,10,16,42,,
T,2024-11-19 13:15:49,53.97426978,-7.35482801,9.94,83.787,56.999,1.420,13,15,42,,
T,2024-11-19 13:15:50,53.97428388,-7.35482397,9.94,83.699,56.999,1.440,14,15,42,,
T,2024-11-19 13:15:51,53.97429620,-7.35481987,9.94,83.871,56.999,1.420,19,15,42,,
T,2024-11-19 13:15:52,53.97430998,-7.35481848,9.94,84.072,56.999,1.480,9,16,41,,
T,2024-11-19 13:15:53,53.97432530,-7.35481683,9.94,84.004,56.999,1.410,11,16,42,,
T,2024-11-19 13:15:54,53.97434062,-7.35481270,9.94,83.722,56.999,1.420,16,16,42,,
T,2024-11-19 13:15:55,53.97435537,-7.35480878,9.94,83.647,56.999,1.420,19,16,42,,
T,2024-11-19 13:15:56,53.97436931,-7.35480345,9.94,83.835,56.999,1.430,22,16,42,,
T,2024-11-19 13:15:57,53.97438539,-7.35480269,9.94,83.630,56.999,1.480,7,16,42,,
T,2024-11-19 13:15:58,53.97439999,-7.35479621,9.94,83.426,56.999,1.480,22,16,42,,
T,2024-11-19 13:15:59,53.97441503,-7.35479370,9.94,83.523,56.999,1.470,10,16,42,,
T,2024-11-19 13:16:00,53.97442999,-7.35478807,9.94,82.962,56.999,1.530,19,16,42,,
T,2024-11-19 13:16:01,53.97444333,-7.35478301,9.94,82.883,56.999,1.470,15,16,42,,
T,2024-11-19 13:16:02,53.97445647,-7.35478094,9.94,83.293,56.999,1.450,6,15,42,,
T,2024-11-19 13:16:03,53.97446982,-7.35477743,9.94,83.215,56.999,1.430,12,15,42,,
T,2024-11-19 13:16:04,53.97448270,-7.35477449,9.94,83.301,56.999,1.420,10,15,42,,
T,2024-11-19 13:16:05,53.97449604,-7.35476697,9.94,83.583,56.999,1.520,23,15,42,,
T,2024-11-19 13:16:06,53.97450957,-7.35476204,9.94,83.484,56.999,1.420,18,15,42,,
T,2024-11-19 13:16:07,53.97452415,-7.35475820,9.94,83.640,56.999,1.470,16,15,42,,
T,2024-11-19 13:16:08,53.97453694,-7.35475428,9.94,83.738,56.999,1.410,16,16,41,,
T,2024-11-19 13:16:09,53.97455179,-7.35475364,9.94,83.327,56.999,1.440,5,16,42,,
T,2024-11-19 13:16:10,53.97456726,-7.35475043,9.94,82.608,56.999,1.420,9,16,42,,
T,2024-11-19 13:16:11,53.97458175,-7.35474869,9.94,82.797,56.999,1.420,7,16,42,,
T,2024-11-19 13:16:12,53.97459588,-7.35474680,9.94,82.825,56.999,1.470,4,16,42,,
T,2024-11-19 13:16:13,53.97460876,-7.35474287,9.94,82.612,56.999,1.380,11,16,42,,
T,2024-11-19 13:16:14,53.97462376,-7.35474158,9.94,82.483,56.999,1.450,2,16,42,,
T,2024-11-19 13:16:15,53.97463708,-7.35473673,9.94,82.651,56.999,1.420,16,16,42,,
T,2024-11-19 13:16:16,53.97465048,-7.35473242,9.94,82.322,56.999,1.450,10,16,42,,
T,2024-11-19 13:16:17,53.97466653,-7.35472622,9.94,81.738,56.999,1.540,13,16,42,,
T,2024-11-19 13:16:18,53.97468072,-7.35471979,9.94,81.109,56.999,1.420,18,16,42,,
T,2024-11-19 13:16:19,53.97469501,-7.35471625,9.94,81.070,56.999,1.400,14,16,42,,
T,2024-11-19 13:16:20,53.97470730,-7.35471557,9.94,80.942,56.999,1.350,7,16,41,,
T,2024-11-19 13:16:21,53.97472013,-7.35471032,9.94,80.827,56.999,1.430,21,16,42,,
T,2024-11-19 13:16:22,53.97473420,-7.35470762,9.94,80.849,56.999,1.460,11,16,42,,
T,2024-11-19 13:16:23,53.97474987,-7.35470394,9.94,80.375,56.999,1.450,15,16,42,,
T,2024-11-19 13:16:24,53.97476460,-7.35470144,9.94,79.741,56.999,1.470,13,16,42,,
T,2024-11-19 13:16:25,53.97477887,-7.35470001,9.94,79.921,56.999,1.440,6,16,42,,
T,2024-11-19 13:16:26,53.97479274,-7.35469416,9.94,79.479,56.999,1.450,20,15,42,,
T,2024-11-19 13:16:27,53.97480922,-7.35469235,9.94,79.035,56.999,1.530,6,15,42,,
T,2024-11-19 13:16:28,53.97482484,-7.35469568,9.94,78.987,56.999,1.490,352,15,42,,
T,2024-11-19 13:16:29,53.97483975,-7.35470223,9.94,79.301,56.999,1.400,347,16,42,,
T,2024-11-19 13:16:30,53.97485284,-7.35471253,9.94,79.106,56.999,1.490,335,16,42,,
T,2024-11-19 13:16:31,53.97486607,-7.35472550,9.94,78.279,56.999,1.480,325,16,42,,
T,2024-11-19 13:16:32,53.97487823,-7.35474088,9.94,78.218,56.999,1.450,317,16,42,,
T,2024-11-19 13:16:33,53.97488974,-7.35475616,9.94,78.497,56.999,1.380,317,16,42,,
T,2024-11-19 13:16:34,53.97489888,-7.35477637,9.94,78.293,56.999,1.460,302,16,42,,
T,2024-11-19 13:16:35,53.97490863,-7.35479430,9.94,77.989,56.999,1.450,309,17,42,,
T,2024-11-19 13:16:36,53.97491539,-7.35481237,9.94,78.014,56.999,1.350,290,28,42,,
T,2024-11-19 13:16:37,53.97492417,-7.35483332,9.94,78.152,56.999,1.480,300,28,42,,
T,2024-11-19 13:16:38,53.97492785,-7.35485586,9.94,78.427,56.999,1.500,280,28,42,,
T,2024-11-19 13:16:39,53.97493164,-7.35487653,9.94,79.404,56.999,1.380,280,28,42,,
T,2024-11-19 13:16:40,53.97493336,-7.35489941,9.94,79.748,56.999,1.480,267,28,42,,
T,2024-11-19 13:16:41,53.97493505,-7.35491943,9.94,80.532,56.999,1.390,269,28,42,,
T,2024-11-19 13:16:42,53.97493755,-7.35494100,9.94,81.003,56.999,1.440,275,28,42,,
T,2024-11-19 13:16:43,53.97494107,-7.35496367,9.94,81.094,56.999,1.450,281,27,42,,
T,2024-11-19 13:16:44,53.97494247,-7.35498506,9.94,80.234,56.999,1.300,269,27,42,,
T,2024-11-19 13:16:45,53.97494518,-7.35500644,9.94,79.792,56.999,1.450,274,27,42,,
T,2024-11-19 13:16:46,53.97494858,-7.35502913,9.94,79.550,56.999,1.420,272,27,42,,
T,2024-11-19 13:16:47,53.97495646,-7.35505029,9.94,79.724,56.999,1.600,298,27,42,,
T,2024-11-19 13:16:48,53.97496042,-7.35507317,9.94,79.995,56.999,1.480,281,25,42,,
T,2024-11-19 13:16:49,53.97496629,-7.35509515,9.94,80.251,56.999,1.480,296,24,42,,
T,2024-11-19 13:16:50,53.97497163,-7.35511456,9.94,80.303,56.999,1.410,294,27,42,,
T,2024-11-19 13:16:51,53.97497652,-7.35513689,9.94,80.110,56.999,1.460,288,27,42,,
T,2024-11-19 13:16:52,53.97497852,-7.35515839,9.94,79.839,56.999,1.510,270,27,42,,
T,2024-11-19 13:16:53,53.97498250,-7.35518055,9.94,79.834,56.999,1.440,281,27,42,,
T,2024-11-19 13:16:54,53.97498893,-7.35519991,9.94,79.808,56.999,1.380,293,27,42,,
T,2024-11-19 13:16:55,53.97499402,-7.35521975,9.94,79.615,56.999,1.450,285,27,42,,
T,2024-11-19 13:16:56,53.97500064,-7.35523719,9.94,79.453,56.999,1.510,294,27,42,,
T,2024-11-19 13:16:57,53.97500739,-7.35525547,9.94,79.226,56.999,1.430,300,27,42,,
T,2024-11-19 13:16:58,53.97501384,-7.35527296,9.94,78.945,56.999,1.410,302,27,42,,
T,2024-11-19 13:16:59,53.97501773,-7.35529391,9.94,78.967,57.000,1.440,286,27,42,,
T,2024-11-19 13:17:00,53.97502310,-7.35531653,9.94,78.875,57.000,1.470,296,16,42,,
T,2024-11-19 13:17:01,53.97502735,-7.35533915,9.94,78.981,57.000,1.430,291,16,42,,
T,2024-11-19 13:17:02,53.97502792,-7.35536361,9.94,78.247,57.000,1.480,270,16,42,,
T,2024-11-19 13:17:03,53.97502955,-7.35538648,9.94,78.457,57.000,1.410,275,16,42,,
T,2024-11-19 13:17:04,53.97503519,-7.35540596,9.94,78.498,57.000,1.460,295,27,42,,
T,2024-11-19 13:17:05,53.97503557,-7.35542550,9.94,78.796,57.000,1.300,273,27,41,,
T,2024-11-19 13:17:06,53.97503843,-7.35544785,9.94,78.896,57.000,1.310,287,27,42,,
T,2024-11-19 13:17:07,53.97503939,-7.35547634,9.94,78.822,57.000,1.400,280,27,42,,
T,2024-11-19 13:17:08,53.97503995,-7.35550121,9.94,78.977,57.000,1.370,274,27,42,,
T,2024-11-19 13:17:09,53.97504054,-7.35552565,9.94,78.857,57.000,1.370,273,27,42,,
T,2024-11-19 13:17:10,53.97503996,-7.35555380,9.94,79.053,57.000,1.530,265,26,42,,
T,2024-11-19 13:17:11,53.97504037,-7.35558016,9.94,79.044,57.000,1.500,269,27,42,,
T,2024-11-19 13:17:12,53.97504148,-7.35560396,9.94,79.197,57.000,1.410,271,26,42,,
T,2024-11-19 13:17:13,53.97504281,-7.35562868,9.94,78.655,57.000,1.470,271,26,42,,
T,2024-11-19 13:17:14,53.97504604,-7.35565166,9.94,78.494,57.000,1.350,283,26,41,,
T,2024-11-19 13:17:15,53.97505441,-7.35567356,9.94,78.081,57.000,1.530,307,26,42,,
T,2024-11-19 13:17:16,53.97506004,-7.35569740,9.94,77.667,57.000,1.600,289,26,42,,
T,2024-11-19 13:17:17,53.97506642,-7.35571731,9.94,77.947,57.000,1.440,299,25,42,,
T,2024-11-19 13:17:18,53.97507233,-7.35573573,9.94,78.245,57.000,1.370,298,25,42,,
T,2024-11-19 13:17:19,53.97507623,-7.35575526,9.94,78.317,57.000,1.410,285,24,42,,
T,2024-11-19 13:17:20,53.97508216,-7.35577405,9.94,78.140,57.000,1.430,299,23,42,,
T,2024-11-19 13:17:21,53.97508414,-7.35579441,9.94,78.083,57.000,1.480,276,16,42,,
T,2024-11-19 13:17:22,53.97508836,-7.35581240,9.94,77.760,57.000,1.370,290,16,42,,
T,2024-11-19 13:17:23,53.97509115,-7.35583282,9.94,77.745,57.000,1.420,281,16,42,,
T,2024-11-19 13:17:24,53.97509587,-7.35585276,9.94,77.809,57.000,1.360,289,16,42,,
T,2024-11-19 13:17:25,53.97509766,-7.35587483,9.94,77.913,57.000,1.450,269,16,42,,
T,2024-11-19 13:17:26,53.97510024,-7.35589633,9.94,77.699,57.000,1.410,269,16,42,,
T,2024-11-19 13:17:27,53.97510370,-7.35591861,9.94,78.117,57.000,1.380,274,16,42,,
T,2024-11-19 13:17:28,53.97510816,-7.35594074,9.94,78.166,57.000,1.430,286,25,42,,
T,2024-11-19 13:17:29,53.97511221,-7.35596019,9.94,78.201,57.000,1.350,286,26,42,,
T,2024-11-19 13:17:30,53.97511465,-7.35598324,9.94,78.266,57.000,1.520,280,26,42,,
T,2024-11-19 13:17:31,53.97511863,-7.35600280,9.94,78.287,57.000,1.380,289,26,42,,
T,2024-11-19 13:17:32,53.97512066,-7.35602543,9.94,78.288,57.000,1.520,276,26,42,,
T,2024-11-19 13:17:33,53.97512511,-7.35604706,9.94,78.172,57.000,1.420,288,26,42,,
T,2024-11-19 13:17:34,53.97512855,-7.35606728,9.94,78.363,57.000,1.380,282,26,42,,
T,2024-11-19 13:17:35,53.97513017,-7.35608878,9.94,78.166,57.000,1.450,270,26,42,,
T,2024-11-19 13:17:36,53.97513427,-7.35610918,9.94,77.669,57.000,1.380,279,26,42,,
T,2024-11-19 13:17:37,53.97514106,-7.35612787,9.94,77.285,57.000,1.420,292,16,42,,
T,2024-11-19 13:17:38,53.97514649,-7.35614732,9.94,77.423,57.000,1.380,291,16,42,,
T,2024-11-19 13:17:39,53.97515196,-7.35616828,9.94,77.588,57.000,1.370,297,16,42,,
T,2024-11-19 13:17:40,53.97515409,-7.35619252,9.94,77.661,57.000,1.470,275,16,42,,
T,2024-11-19 13:17:41,53.97515744,-7.35621441,9.94,77.957,57.000,1.350,279,16,42,,
T,2024-11-19 13:17:42,53.97516391,-7.35623298,9.94,77.772,57.000,1.420,297,16,42,,
T,2024-11-19 13:17:43,53.97516801,-7.35625495,9.94,77.986,57.000,1.320,292,16,42,,
T,2024-11-19 13:17:44,53.97517105,-7.35627857,9.94,77.774,57.000,1.360,287,16,42,,
T,2024-11-19 13:17:45,53.97517340,-7.35630518,9.94,77.706,57.000,1.340,283,16,42,,
T,2024-11-19 13:17:46,53.97517753,-7.35633002,9.94,77.335,57.000,1.350,289,16,42,,
T,2024-11-19 13:17:47,53.97517898,-7.35635393,9.94,77.453,57.000,1.370,276,16,42,,
T,2024-11-19 13:17:48,53.97518141,-7.35637519,9.94,77.502,57.000,1.300,288,27,42,,
T,2024-11-19 13:17:49,53.97518509,-7.35639546,9.94,77.408,57.000,1.330,292,27,42,,
T,2024-11-19 13:17:50,53.97518669,-7.35641807,9.94,77.404,57.000,1.360,276,27,42,,
T,2024-11-19 13:17:51,53.97519164,-7.35643900,9.94,76.931,57.000,1.400,296,27,42,,
T,2024-11-19 13:17:52,53.97519198,-7.35646192,9.94,76.579,57.000,1.500,273,27,42,,
T,2024-11-19 13:17:53,53.97519365,-7.35648336,9.94,76.394,57.000,1.300,279,27,42,,
T,2024-11-19 13:17:54,53.97519304,-7.35650738,9.94,76.455,57.000,1.360,269,27,42,,
T,2024-11-19 13:17:55,53.97518948,-7.35652895,9.94,76.608,57.000,1.310,260,27,42,,
T,2024-11-19 13:17:56,53.97518550,-7.35654872,9.94,76.806,57.000,1.270,262,27,42,,
T,2024-11-19 13:17:57,53.97518616,-7.35657261,9.94,76.883,57.000,1.480,288,27,42,,
T,2024-11-19 13:17:58,53.97518376,-7.35659917,9.94,77.043,57.000,1.310,277,27,42,,
T,2024-11-19 13:17:59,53.97518110,-7.35662408,9.94,77.233,57.000,1.280,275,27,42,,
T,2024-11-19 13:18:00,53.97518281,-7.35664719,9.94,77.068,57.000,1.300,294,26,42,,
T,2024-11-19 13:18:01,53.97518618,-7.35666961,9.94,76.898,57.000,1.320,299,26,42,,
T,2024-11-19 13:18:02,53.97519459,-7.35668638,9.94,76.246,57.000,1.460,326,26,42,,
T,2024-11-19 13:18:03,53.97520235,-7.35670158,9.94,75.752,57.000,1.310,329,26,42,,
T,2024-11-19 13:18:04,53.97521154,-7.35670899,9.94,75.269,57.000,1.370,347,26,42,,
T,2024-11-19 13:18:05,53.97522147,-7.35671633,9.94,74.826,57.000,1.480,345,26,42,,
T,2024-11-19 13:18:06,53.97522900,-7.35672684,9.94,74.405,57.000,1.300,335,16,42,,
T,2024-11-19 13:18:07,53.97523534,-7.35674189,9.94,74.184,57.000,1.300,325,16,42,,
T,2024-11-19 13:18:08,53.97524105,-7.35675703,9.94,73.952,57.000,1.260,317,16,42,,
T,2024-11-19 13:18:09,53.97524496,-7.35677440,9.94,73.866,57.000,1.340,304,16,42,,
T,2024-11-19 13:18:10,53.97524873,-7.35679451,9.94,73.637,57.001,1.290,299,16,42,,
T,2024-11-19 13:18:11,53.97525290,-7.35681346,9.94,73.789,57.001,1.330,296,16,42,,
T,2024-11-19 13:18:12,53.97525871,-7.35682865,9.94,74.163,57.001,1.320,309,15,42,,
T,2024-11-19 13:18:13,53.97526463,-7.35683995,9.94,74.717,57.001,1.290,313,15,42,,
T,2024-11-19 13:18:14,53.97527042,-7.35685360,9.94,75.025,57.001,1.290,310,15,42,,
T,2024-11-19 13:18:15,53.97527757,-7.35686659,9.94,75.242,57.001,1.340,325,15,42,,
T,2024-11-19 13:18:16,53.97528364,-7.35688083,9.94,75.055,57.001,1.240,323,15,42,,
T,2024-11-19 13:18:17,53.97528907,-7.35689725,9.94,75.014,57.001,1.290,320,15,42,,
T,2024-11-19 13:18:18,53.97529653,-7.35691272,9.94,74.884,57.001,1.400,326,15,42,,
T,2024-11-19 13:18:19,53.97530227,-7.35692706,9.94,75.278,57.001,1.330,317,15,42,,
T,2024-11-19 13:18:20,53.97530971,-7.35694010,9.94,75.541,57.001,1.340,323,15,42,,
T,2024-11-19 13:18:21,53.97531665,-7.35695517,9.94,75.905,57.001,1.410,317,15,42,,
T,2024-11-19 13:18:22,53.97532405,-7.35697018,9.94,75.962,57.001,1.330,315,15,42,,
T,2024-11-19 13:18:23,53.97533098,-7.35698685,9.94,75.927,57.001,1.350,310,15,42,,
T,2024-11-19 13:18:24,53.97534021,-7.35699944,9.94,75.896,57.001,1.410,328,15,42,,
T,2024-11-19 13:18:25,53.97534809,-7.35701541,9.94,76.233,57.001,1.360,316,15,42,,
T,2024-11-19 13:18:26,53.97535507,-7.35703267,9.94,75.343,57.001,1.340,319,15,42,,
T,2024-11-19 13:18:27,53.97536175,-7.35705142,9.94,75.490,57.001,1.440,307,15,42,,
T,2024-11-19 13:18:28,53.97536762,-7.35706799,9.94,76.013,57.001,1.340,309,15,42,,
T,2024-11-19 13:18:29,53.97537354,-7.35708529,9.94,76.366,57.001,1.290,315,15,42,,
T,2024-11-19 13:18:30,53.97537871,-7.35710181,9.94,76.686,57.001,1.270,310,15,42,,
T,2024-11-19 13:18:31,53.97538607,-7.35711631,9.94,76.961,57.001,1.370,318,15,42,,
T,2024-11-19 13:18:32,53.97539344,-7.35713090,9.94,77.170,57.001,1.440,318,15,42,,
T,2024-11-19 13:18:33,53.97540061,-7.35714540,9.94,77.285,57.001,1.310,317,15,42,,
T,2024-11-19 13:18:34,53.97540816,-7.35716130,9.94,77.432,57.001,1.340,320,15,42,,
T,2024-11-19 13:18:35,53.97541745,-7.35717206,9.94,77.619,57.001,1.380,332,15,42,,
T,2024-11-19 13:18:36,53.97542587,-7.35718840,9.94,77.681,57.001,1.440,324,15,42,,
T,2024-11-19 13:18:37,53.97543385,-7.35720473,9.94,78.083,57.001,1.410,317,15,42,,
T,2024-11-19 13:18:38,53.97544296,-7.35721837,9.94,78.499,57.001,1.420,328,15,42,,
T,2024-11-19 13:18:39,53.97545123,-7.35723164,9.94,78.663,57.001,1.360,319,15,42,,
T,2024-11-19 13:18:40,53.97545902,-7.35724716,9.94,79.204,57.001,1.360,313,15,42,,
T,2024-11-19 13:18:41,53.97546889,-7.35726158,9.94,78.978,57.001,1.370,324,15,42,,
T,2024-11-19 13:18:42,53.97547831,-7.35727444,9.94,79.149,57.001,1.350,320,15,42,,
